en,fr
"A primeval Pokémon, it possesses a hard and sturdy skull, lacking any intelligence within.","Un Pokémon préhistorique doté d’un crâne très solide, mais d’un cerveau très peu performant."
"In ancient times, people would dig up fossils of this Pokémon and use its skull, which is harder than steel, to make helmets.","Il y a bien longtemps, les hommes fabriquaient des casques plus solides que l’acier à partir de crânes de Charkos fossilisés."
"A mild-mannered, herbivorous Pokémon, it used its face to dig up tree roots to eat. The skin on its face was plenty tough.","Cet herbivore, très calme de nature, utilisait la peau durcie de son museau pour déterrer des racines à grignoter."
"The bones of its face are huge and hard, so they were mistaken for its spine until after this Pokémon was successfully restored.","Jusqu’à ce qu’on reconstitue ce Pokémon avec succès, on prenait les grands os solides qui couvrent son visage pour sa colonne vertébrale."
"If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.","S’il perd sa cape au combat, il en tisse rapidement une nouvelle avec ce qui lui tombe sous la main."
"When Burmy evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.","Quand Cheniti a évolué, sa cape a fusionné avec son corps. Cheniselle ne s’en sépare jamais."
It flutters around at night and steals honey from the Combee hive.,Ce Pokémon s’active à la nuit tombée pour voler le miel des Apitrini pendant leur sommeil.
"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.","Il récolte le nectar et l’amène à la colonie. La nuit, les Pokémon de cette espèce s’assemblent pour bâtir une ruche et s’endormir."
Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,"Son abdomen est un rayon où vivent ses larves, élevées avec le nectar récolté par Apitrini."
A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,Il arrive que deux Pachirisu se frottent les joues pour partager l’électricité qu’ils ont accumulée.
It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,Il utilise la bouée autour de son cou pour passer sa tête hors de l’eau et observer les alentours.
Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,Il a développé une bouée pour poursuivre ses proies aquatiques. Elle fait office de canot gonflable.
It evolves by sucking the energy out of the small ball where it had been storing nutrients.,Il aspire les nutriments de sa petite boule pour pouvoir évoluer.
"If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.","Sous un grand soleil, il ouvre ses pétales pour en absorber les rayons."
"While they normally live in the sea, they can function on land, too, until their skin dries out.","Il vit normalement dans la mer, mais il peut aussi s’installer sur la terre ferme, tant que sa peau reste humide."
"Long ago, it had a shell on its back. There’s now a vestigial plate on its back that’s hard but thin.",La fine soucoupe qui se trouve à l’intérieur de son dos est le dernier vestige de la carapace jadis portée par son espèce.
"In their search for comfortable trees, they get into territorial disputes with groups of Passimian. They win about half the time.",Il se dispute constamment les arbres les plus confortables avec Quartermac et remporte la victoire la moitié du temps.
Its round body is stuffed with souls and expands each time it leads someone away.,"Son corps rond contient une quantité d’âmes impressionnante. Plus il entraîne de personnes avec lui, plus son corps gonfle."
"There’s a rumor that if you catch a Drifblim floating on the wind at dusk, you’ll be carried away to the afterlife.","Si l’on en croit la rumeur, il serait possible de se rendre dans l’au-delà en se laissant porter par le vent nocturne, accroché à un Grodrive."
"Its arms and legs are weak, but when it rolls its ears up tight and then unleashes them with its full force, it can smash boulders to dust.","Il possède peu de force dans ses membres, mais il lui suffit de déplier son oreille comme un ressort pour réduire un rocher en poussière."
Lopunny regrows its coat twice a year. Mufflers and hats made from its fur are really warm.,Il mue deux fois par an. Les écharpes et les chapeaux fabriqués à partir de ses poils tiennent bien chaud.
"Feared for its wrath and the curses it spreads, this Pokémon will also, on a whim, cast spells that help people.","Redouté pour ses sortilèges et ses malédictions, ce Pokémon peut néanmoins faire preuve de bienveillance, si l’envie lui en prend."
It will absolutely not forgive failure from or betrayal by its goons. It has no choice in this if it wants to maintain the order of the flock.,Il ne pardonne jamais la trahison ou la défaite d’un subordonné. Le bien-être de l’ensemble de la volée en dépend.
"When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.","Lorsqu’il est heureux, sa queue décrit des arabesques comme un ruban de gymnastique rythmique."
"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.",Il ceinture sa taille de sa queue bifide pour paraître plus imposant.
"There is an orb inside its mouth. When it hops, the orb bounces all over and makes a ringing sound.","Quand il sautille, l’orbe qu’il a dans la bouche s’agite et tinte comme une cloche."
It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,Il se protège en expulsant un fluide nocif par son derrière. La puanteur dure 24 heures.
It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,Sa queue projette un fluide puant. Plus on le laisse s’écouler et plus son odeur est insoutenable.
Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.,Il rappelle des objets trouvés dans des sépultures anciennes. Nul ne sait s’ils sont liés.
Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,On croyait autrefois que lui adresser des prières faisait pleuvoir et assurait les récoltes.
"It discharges moisture from its eyes, making it look like it’s crying—apparently an effective way of getting enemies to let down their guard.",Il évacue tout surplus d’eau par les yeux. Cela ressemble à une crise de larmes et a parfois pour effet d’attendrir ses ennemis.
"It does its absolute best to mimic the movements and expressions of its opponents, but it’s still not very good at it.","Il fait de son mieux pour imiter les gestes et les expressions de ses adversaires, mais il a encore des progrès à faire."
"Usually it’s a well-behaved Pokémon, but if you take its round rock away, it will cry and fuss and throw a big old tantrum.",C’est un Pokémon d’un naturel calme. Quiconque tente de s’emparer du caillou de sa poche ventrale s’expose toutefois à un gros caprice.
"It can learn and speak human words. If they gather, they all learn the same saying.","On peut lui enseigner quelques mots. S’il s’agit d’un groupe, ils retiendront les mêmes phrases."
It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,Il fut emprisonné dans la fissure d’une clé de voûte étrange en guise de punition il y a 500 ans.
"It reacts to anything that moves—flies right at it and bites it. Sometimes it injures itself, but it doesn’t care too much.","Il saute sur tout ce qui bouge pour y planter ses dents. Cette manie lui vaut quelques blessures, mais il n’en a que faire."
"It loves shiny things. When it finds a Sableye trying to catch a Carbink, Gabite becomes furiously angry and attacks the Sableye.","Il adore tout ce qui brille, et rien ne l’énerve plus qu’un Ténéfix s’en prenant à un Strassie. S’il est témoin d’une telle agression, il passe à l’attaque."
"It flies at the speed of sound while searching for prey, and it has midair battles with Salamence as the two compete for food.",Il vole à la vitesse du son en quête de nourriture. Drattak et lui se disputent souvent leurs proies dans des combats aériens impressionnants.
"It hides food under its long fur, but it sometimes forgets about it and causes a stinky disturbance.",Il a tendance à cacher des aliments dans son épaisse fourrure... et à les oublier là. L’odeur putride qui s’en dégage alors est plutôt gênante.
It knows how people and Pokémon feel by looking at their auras. It doesn’t approach dangerous opponents.,Il peut détecter les émotions des humains et des Pokémon grâce à leur aura. Il ne s’approche pas des individus qu’il juge dangereux.
"It concentrates its mental energy and fires off mysterious waves called auras, which can crush boulders of large size to dust.",Il peut canaliser son énergie mentale pour déchaîner des auras mystérieuses capables de réduire d’énormes rochers en miettes.
It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,Il se recouvre de sable pour se protéger des microbes. Il n’aime pas l’eau.
It blasts internally stored sand from ports on its body to create a towering twister for attack.,Il emmagasine du sable qu’il expulse en tornades par les pores de sa peau pour attaquer.
It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,"Il attend, en embuscade dans le sable, et empoisonne ses proies avec les pinces de sa queue."
It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,Il peut réduire une voiture en pièces avec ses pinces. Le bout de ses pinces contient du poison.
"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.","Ses glandes se gonflent de venin tout en émettant un son effrayant, le laissant ainsi empoisonner ses proies pétrifiées."
Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,Les griffes de ses poings sécrètent une toxine si atroce qu’une simple égratignure peut s’avérer fatale.
It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,Il s’accroche aux arbres des marais et attire ses proies avec sa salive à l’odeur enivrante.
"When night falls, their pink patterns begin to shine. They’re popular with divers, so there are resorts that feed them to keep them close.","Les motifs roses de sa peau brillent la nuit. Des stations balnéaires l’attirent avec de la nourriture, car il est très aimé des plongeurs."
"Deep down at the bottom of the ocean, prey is scarce. Lumineon get into fierce disputes with Lanturn over food.","La nourriture étant très rare dans les abysses marins, Luminéon doit souvent se disputer ses précieuses proies avec Lanturn."
It’s highly friendly and easily tamed. Tours that take people swimming with Mantyke are a super-popular beach activity.,Il est très affectueux et adore les humains. Les excursions permettant d’aller nager avec lui sont très populaires auprès des touristes.
"In the spring, it grows berries with the texture of frozen treats around its belly.","Au printemps, il fait pousser des Baies pareilles à des crèmes glacées autour de son ventre."
It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,"Il hante les sommets aux neiges éternelles, et se cache en déclenchant des blizzards."
"One Weavile will trip a Sandshrew and flip it over, and then another Weavile will deal the finishing blow with its sharp claws.","Il chasse les Sabelette en équipe : un Dimoret maintient la proie sur le dos, puis un deuxième l’achève d’un coup de griffe."
It uses radar to monitor its territory. Intruders are quickly disposed of with a hyper beam.,"Il surveille son territoire à l’aide de son radar, et élimine rapidement tout intrus avec son laser destructeur."
A contest is under way to determine which one can stick its tongue out the farthest. The current record is...more than 82 feet.,Il existe un concours visant à déterminer lequel d’entre eux a la langue la plus longue. Le record actuel est de 25 m.
It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,Il bande ses muscles pour projeter des pierres ou des Racaillou depuis le creux de ses paumes.
"Its vines grow so profusely that, in the warm season, you can’t even see its eyes.","Lorsque vient la belle saison, ses lianes sont si luxuriantes qu’elles cachent ses yeux."
"It grips its tail, which spews electricity, and then beats down opponents with the power of its electrified fist.","Il tient fermement le bout de sa queue pour charger son poing d’électricité, puis martèle ses ennemis de coups dévastateurs."
There are still quite a few factories that rely on the flames provided by Magmortar to process metals.,Il existe encore de nombreuses usines qui utilisent les flammes de Maganon pour faire fondre les métaux.
It shares many blessings with people who respect one another’s rights and avoid needless strife.,Il apprécie particulièrement les gens qui respectent les autres et évitent les conflits inutiles.
This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,Il peut voler avec aise tout en portant un adulte dans ses six pattes. Les ailes de sa queue lui servent de balancier.
"Although it doesn’t like disputes, it will sharpen the leaf on its tail into a blade and fight if it has to protect its friends.","Il n’aime pas le conflit, mais s’il doit protéger ses amis, il peut raidir sa queue en forme de feuille et la rendre aussi tranchante qu’une lame."
It protects itself by freezing its fur into sharp needles. It can drop its body temperature below –75 degrees Fahrenheit.,"Pour se protéger, il gèle ses poils jusqu’à les transformer en picots de glace. Sa température corporelle peut descendre jusqu’à -60 °C."
Its flight is soundless. It uses its lengthy tail to carry off its prey... Then its elongated fangs do the rest.,"Il vole sans un bruit, et capture ses proies avec sa queue pour leur infliger une morsure critique."
Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,Ses défenses spectaculaires sont glacées. Il a failli disparaître dans la canicule suivant l’ère glaciaire.
"Its behavior is noticeably unstable, which is apparently due to the incompetence of the engineer who updated its programming.","Son comportement, manifestement étrange, s’expliquerait par l’incompétence du technicien qui a mis à jour son système d’exploitation."
"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",Il frappe avec les grandes lames à ses coudes. Son talent d’escrimeur n’a d’égal que sa courtoisie.
"Although it can control its units known as Mini-Noses, they sometimes get lost and don’t come back.","Il est capable de piloter ses Mini-nez à distance, mais il arrive que l’un d’entre eux s’aventure trop loin et se perde pour ne jamais revenir."
The antenna on its head captures radio waves from the world of spirits that command it to take people there.,L’antenne sur sa tête capte les ondes radio du monde des esprits lui ordonnant d’y porter des gens.
It freezes hikers who have come to climb snowy mountains and carries them back to its home. It only goes after men it thinks are handsome.,Momartik gèle les Montagnards qui s’aventurent dans les pics enneigés et emmène ceux qu’il trouve beaux dans sa tanière.
Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,Son corps est fait de plasma. Il cause de gros dégâts en infiltrant des appareils électroniques.
It is said that its emergence gave humans the intelligence to improve their quality of life.,On dit que sa venue a fourni aux humains le bon sens nécessaire pour améliorer leur existence.
It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.,Il dort au fond d’un lac. On dit que son esprit abandonne son corps pour voler à sa surface.
"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.","On raconte que Créhelf, Créfollet et Créfadet proviennent du même Œuf."
It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,Il peut contrôler le temps. Les mythes de Sinnoh en parlent comme d’une divinité ancienne.
It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,Il peut modeler l’espace. Les mythes de Sinnoh en parlent comme d’une divinité ancienne.
"Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.",Le sang de ce Pokémon des cratères bouillonne dans son corps comme du magma.
There is an enduring legend that states this Pokémon towed continents with ropes.,Une légende tenace veut que ce Pokémon ait traîné les continents en les attachant à des cordes.
It was banished for its violence. It silently gazed upon the old world from the Distortion World.,Sa grande violence lui a valu d’être banni. Il observe les hommes en silence depuis le Monde Distorsion.
Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.,Dormir avec une de ses plumes à la main permet de faire de beaux rêves. On la surnomme « avatar du croissant de lune ».
"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.","Ce Pokémon des mers chaudes revient toujours à son lieu de naissance, peu importe la distance."
It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.,Il possède l’étrange pouvoir de s’entendre avec n’importe quel Pokémon.
It can lull people to sleep and make them dream. It is active during nights of the new moon.,Il a la capacité de bercer les gens pour les faire rêver. Il se montre durant les nuits de nouvelle lune.
The blooming of Gracidea flowers confers the power of flight upon it. Feelings of gratitude are the message it delivers.,Il prend son essor pour répandre la gratitude lorsque les Gracidées fleurissent.
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers."
"When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.",L’énergie sans limites qu’il produit donne une force incroyable à ceux qui entrent en contact avec elle.
"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.","Il laisse sa queue prendre le soleil pour sa photosynthèse. Quand il est malade, sa queue pend tristement."
"When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.","La saleté l’empêchant d’utiliser la photosynthèse, il prend grand soin d’être toujours propre."
It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,Il peut paralyser l’ennemi d’un regard. Il amplifie l’énergie du soleil dans son corps.
"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.","Il adore se goinfrer de Baies grillées, mais il lui arrive de les réduire en cendres dans son excitation."
"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.","Quand le feu dans son corps s’embrase, sa vitesse et son agilité augmentent. En cas d’urgence, il crache de la fumée."
It has mastered fast and powerful fighting moves. It grows a beard of fire.,Il a une barbe enflammée. Il maîtrise des techniques de combat au corps à corps rapides et puissantes.
"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",Il combat avec le coupillage de son ventre. Il peut parer un assaut et immédiatement contre-attaquer.
"As a result of strict training, each Dewott learns different forms for using the scalchops.","Chaque Mateloutre a sa propre technique d’escrime au coupillage, acquise grâce à un entraînement drastique."
One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,"Il peut terrasser ses ennemis d’un coup de la lame enchâssée dans son armure, et les faire taire d’un seul regard."
"Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.","Très prudent, il surveille attentivement son territoire, mais oublie souvent de regarder derrière lui."
"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.","Il attaque en crachant les graines des Baies qu’il accumule dans ses bajoues. S’il voit un ennemi, il dresse la queue."
"This Pokémon has excellent judgment. If it decides it can’t defeat an opponent, it immediately turns tail and vamooses.","Réputé pour sa grande perspicacité, il s’enfuit la queue entre les pattes s’il s’estime trop faible pour gagner."
"The longer its black fur grows, the harder and more impervious it gets. Claws and fangs can’t easily penetrate it.",Son pelage sombre devient si robuste au fil du temps que même des crocs ou des griffes peinent à passer au travers.
"It pays no mind to the cold, thanks to its long warm coat. Stoutland in Alola look a little uncomfortable.","Son long pelage le protège parfaitement du froid. Malheureusement pour lui, cela n’est pas très utile à Alola."
"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.","Il vole les gens pour le plaisir, mais il est tellement mignon que ses victimes finissent toujours par lui pardonner."
"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.",Il s’approche sans un bruit de sa proie et l’abat d’un coup par-derrière sans jamais être repéré.
It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,Il est très doué pour trouver des Baies et aime les partager avec ses amis sans rien demander en échange.
"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",Il a un tempérament violent et se bat avec sa queue pleine d’épines. La feuille sur sa tête est très amère.
This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,Il vit dans les cratères des volcans. L’intérieur de la mèche qu’il a sur la tête peut atteindre 300 °C.
"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.","Quand il est excité, des flammèches brûlantes dansent sur sa tête et sa queue. Il raffole des choses sucrées."
The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,L’eau contenue dans la mèche sur sa tête est pleine de nutriments. Elle fait pousser les plantes avec vigueur.
"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.",Il aime les endroits où l’eau est pure. Il se ravitaille en eau en l’aspirant avec sa queue.
"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist.","Il se nourrit des rêves des gens et des Pokémon. Quand le rêve est agréable, il crache une fumée rose."
The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.,La fumée qui sort de son front change de couleur selon le contenu des rêves qu’il a mangés.
These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.,Ces Pokémon vivent en ville. Ils sont peu farouches et se regroupent souvent dans les parcs ou sur les places.
"No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer.","Quel que soit le lieu où il se trouve, il arrive toujours à retrouver son Dresseur comme son propre nid."
Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.,Ils sont très farouches et ne s’attachent qu’à leur Dresseur. Les mâles ont une parure sur la tête.
Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.,Sa crinière luit quand il lâche des décharges. Il module leur rythme et leur nombre pour communiquer avec ses pairs.
"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.","Il réagit à la vitesse de l’éclair. Lorsqu’il est en plein galop, on peut entendre le grondement du tonnerre."
"The hexagonal hole is its ear. Deep in that ear is an energy core, so if you stick your hand in there, Roggenrola will be very angry!","Sa cavité hexagonale est une oreille. Il se met en colère si l’on tente d’y plonger la main, car c’est là que se trouve son noyau d’énergie."
The energy overflowing from its body has turned into orange crystals that are hard enough to smash diamonds.,L’énergie qui émane de son corps s’est transformée en cristaux orangés suffisamment durs pour briser le diamant.
"When it fires off energy with all its might, the power creates countless fissures on its body.",D’innombrables fissures se dessinent à la surface de son corps lorsqu’il déchaîne toute son énergie.
The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.,"Son nez est comme une ventouse. Il laisse une marque en forme de cœur qui, paraît-il, porte bonheur."
Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.,Le mâle courtise la femelle à l’aide d’ultrasons. Les écouter met de très bonne humeur.
"By spinning its body, it can dig straight through the ground at a speed of 30 mph.",Il tourbillonne sur lui-même pour se déplacer sous terre. Il peut atteindre les 50 km/h en ligne droite.
"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels.",Il se creuse des terriers labyrinthiques à 100 m sous terre. Il lui arrive de percer les galeries du métro.
"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.",Il ausculte les gens avec ses antennes auriculaires pour juger de leurs émotions ou de leur santé.
"Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs.",Il porte toujours une poutre en bois et aime aider aux travaux. Il passe à un lourd madrier quand il grandit.
This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,Même une armée de catcheurs se jetant sur son corps hyper musclé ne le ferait pas ciller.
"Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete.",Il utilise l’effet centrifuge pour manier sans trop d’effort ses piliers de béton et déclencher des attaques puissantes.
"By vibrating its cheeks, it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk.",Il fait vibrer ses joues pour émettre des sons imperceptibles pour l’homme. Il communique grâce à leur rythme.
"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents.",Il vit dans l’eau et sur la terre ferme. Il immobilise ses proies avec sa langue longue et gluante.
They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,"Il fait gicler un liquide paralysant des pustules sur sa tête, et attaque ses ennemis à coups de vibrations."
"When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger.",Ils aiment projeter ceux qui sont plus grands qu’eux. Ils changent de ceinture quand ils progressent.
Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.,"Quand il noue sa ceinture, il est plus concentré et ses coups font plus mal. Il s’énerve si on gêne son entraînement."
"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.",La mascotte des créateurs de mode. Il découpe ses vêtements dans les feuilles qu’il trouve.
"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.",Il se protège du froid en s’emmitouflant dans une feuille. Il se déplace en forêt et mange les feuilles tombées par terre.
It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,Il réchauffe les Œufs avec la chaleur de l’humus. Il fabrique des langes pour les Larveyette avec des feuilles.
"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.","Sa morsure est très venimeuse. Elle paralyse même les grands Pokémon Oiseaux, ses prédateurs."
"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent.","En général, il reste immobile. Mais quand on l’attaque, il se met à tourbillonner à toute vitesse et fonce sur l’ennemi."
"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",Il accule l’ennemi par ses mouvements rapides et l’attaque avec ses cornes. Il ne s’arrête qu’au coup de grâce.
"To protect itself, it shoots cotton from its body. When it gets wet in the rain, its cotton grows moist and heavy, and it can’t move as well.","Il projette un nuage de coton pour se protéger. Quand il pleut, son coton s’imbibe d’eau et le rend si lourd qu’il est incapable de bouger."
"This nuisance sneaks into people’s homes, where it hides important things and scatters cotton all over the place.","Ce petit chenapan s’introduit chez les gens, cache leurs affaires et répand du coton aux quatre coins de la pièce."
"Some say if you dry the leaves on its head, boil them down, and drink the infusion, your vigor will return, so Petilil is popular with the elderly.","En raison de leurs vertus revigorantes, les feuilles de sa tête sont séchées au soleil puis bues en infusion par les personnes âgées."
The fragrance of its flower differs slightly depending on the soil where it grew up. Sniffing the aroma calms your heart and mind.,Le parfum de sa fleur calme les nerfs et apaise l’esprit. Il varie légèrement selon la composition de la terre dans laquelle Fragilady a poussé.
"Savage, violent Pokémon, red and blue Basculin are always fighting each other over territory.",C’est un Pokémon d’une grande férocité. Les Bargantua bleus et les Bargantua rouges se livrent une guerre territoriale sans merci.
"Alola, where it’s warm all year round, is a comfortable environment for this Pokémon. Sometimes you’ll even see it outside of deserts.","Les températures tropicales d’Alola sont idéales pour ce Pokémon, que l’on peut même parfois rencontrer en dehors du désert."
"Krokorok really hates it when its body gets cold. On nights when the temperature drops, it digs deep into the desert sands.","Son corps supportant mal les baisses de température, il s’ensable profondément lorsque les nuits sont trop fraîches."
"When it spots prey, even at a distance of over 30 miles, it swims through the desert as if it were water, then jumps out and chomps them.","Il peut repérer une proie à une distance de 50 km. Il s’approche alors en «nageant» dans le sable, puis lui saute dessus pour la croquer."
"When it sleeps, it pulls its limbs into its body and its internal fire goes down to 1,100 degrees Fahrenheit.","Quand il dort, ses pattes se rétractent et les flammes qui brûlent à 600 °C dans son corps s’apaisent."
"Its internal fire burns at 2,500 degrees Fahrenheit, making enough power that it can destroy a dump truck with one punch.",Il entretient des flammes à 1 400 °C dans son corps. De quoi détruire un camion-benne d’un coup de poing !
"Arid regions are their habitat. They move rhythmically, making a sound similar to maracas.","Il vit dans les endroits secs. Quand il bouge son corps en rythme, il fait un bruit de maracas."
"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into.","Lorsqu’il trouve un caillou à sa taille, il y creuse un trou avec le fluide qui sort de sa bouche et s’en sert comme maison."
"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.","Entre eux, les querelles de territoire sont fréquentes et violentes. Celui qui se fait briser son rocher a perdu."
"They move in small groups, walking around lazily. Anyone who makes eye contact gets smacked with a headbutt.",Il traîne en bandes et distribue des coups de tête à ceux qui osent croiser son regard.
"This Pokémon may be rude, but it takes very good care of its family, its friends, and its turf.","Ses airs de gros dur cachent en fait un grand cœur dévoué à sa famille, sa bande et son territoire."
"The guardians of an ancient city, they always fly the same route while keeping watch for invaders.","Dieu protecteur d’une ville antique, il suivait toujours le même itinéraire afin de prévenir tout risque d’invasion."
Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,"Le motif de son masque est son visage quand il était humain. Parfois, il le regarde et se met à pleurer."
Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.,Il prend l’apparence d’un beau cercueil. Les pilleurs de tombes imprudents finissent enfermés à l’intérieur.
It was restored from an ancient fossil. Tirtouga lived in the sea but came up onto the land to search for prey.,"Il a été recréé à partir d’un fossile préhistorique. Il vivait autrefois dans la mer, mais avait su s’adapter pour chasser aussi sur la terre ferme."
Its jaws are terrifyingly powerful. It could eat Omastar and Omanyte whole and not be bothered in the slightest by their shells.,L’incroyable puissance de sa mâchoire lui permettait de broyer facilement les coquilles d’Amonistar ou d’Amonita pour les manger.
"Once thought to be the ancestor of all bird Pokémon, some of the latest research suggests that may not be the case.","Il a longtemps été considéré comme l’ancêtre commun de tous les Pokémon oiseaux, mais des études récentes réfutent cette théorie."
"This ancient Pokémon’s plumage is delicate, so if anyone other than an experienced professional tries to restore it, they will fail.",Les plumes de ce Pokémon antique sont si fines que seuls les experts les plus talentueux peuvent leur rendre justice en le reconstituant.
Poisonous gas leaks out of it when it breathes. Muk that catch a whiff of that stench will come drooling.,"Il laisse échapper un gaz toxique quand il respire. Les Grotadmorv, par l’odeur alléchés, accourent alors en salivant."
"It locks opponents in place with its left hand, immobilizing them by entirely dousing their bodies with poisonous liquid.","Il maîtrise son adversaire de son bras gauche, puis l’arrose d’un liquide toxique paralysant."
"This Pokémon has a cowardly disposition, so when it’s not around friends, it basically always stays transformed as something else.","Timide de nature, il change constamment d’apparence, sauf quand il est entouré de ses congénères."
It doesn’t just transform itself—it also has the power to make hundreds of people see its illusions.,"Il est non seulement capable de changer d’apparence, mais il peut également créer des illusions pour hypnotiser les humains."
"A clean freak that will not allow even the slightest mess, it uses its tail like a mop to thoroughly clean any and all filth.",Ce maniaque de la propreté ne supporte pas la moindre saleté. Il utilise sa queue comme une serpillière pour tout nettoyer.
"The white parts of its coat are covered in an oil secreted from its body, so this Pokémon can slide right away from its enemies’ attacks.","Grâce à la sécrétion huileuse dont ses poils blancs sont recouverts, les attaques glissent sur sa fourrure comme sur de la soie."
